time,location,activity,name,file_num
19:00 PM,Kitchen,Complaining about TSA going through their purse,Mrs. Peacock,18
19:10 PM,Pantry,Complaining about TSA going through their purse,Mrs. Peacock,18
19:20 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,18
19:30 PM,Kitchen,Chatting with guests,Mrs. Peacock,18
19:40 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,18
19:50 PM,Kitchen,Swapping drinks unnoticed,Mrs. Peacock,18
20:00 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,18
20:10 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,18
20:20 PM,Living Room,Complaining about TSA going through their purse,Mrs. Peacock,18
20:30 PM,Bathroom,Retrieving items from storage,Mrs. Peacock,18
20:40 PM,Living Room,Bragging about their Birkin,Mrs. Peacock,18
20:50 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,18
21:00 PM,Study,Bringing in the shopping,Mrs. Peacock,18
21:10 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,18
21:20 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,18
21:30 PM,Pantry,Complaining about TSA going through their purse,Mrs. Peacock,18
21:40 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,18
21:50 PM,Pantry,Chatting with guests,Mrs. Peacock,18
22:00 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,18
22:10 PM,Pantry,Bringing in the shopping,Mrs. Peacock,18
19:00 PM,Living Room,Tampering with drinks,Colonel Mustard,0
19:10 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,0
19:20 PM,Living Room,Tampering with drinks,Colonel Mustard,0
19:30 PM,Bathroom,Looking in drawers,Colonel Mustard,0
19:40 PM,Living Room,Tampering with drinks,Colonel Mustard,0
19:50 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,0
20:00 PM,Study,Peeling an orange,Colonel Mustard,0
20:10 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,0
20:20 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,0
20:30 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,0
20:40 PM,Living Room,Tampering with drinks,Colonel Mustard,0
20:50 PM,Bathroom,Polishing household items,Colonel Mustard,0
21:00 PM,Living Room,Retrieving items from storage,Colonel Mustard,0
21:10 PM,Living Room,Tying decorative knots,Colonel Mustard,0
21:20 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,0
21:30 PM,Living Room,Tampering with drinks,Colonel Mustard,0
21:40 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,0
21:50 PM,Dining Room,Taking her dog for a walk,Colonel Mustard,0
22:00 PM,Living Room,Bragging about their Birkin,Colonel Mustard,0
22:10 PM,Dining Room,Tampering with drinks,Colonel Mustard,0
19:00 PM,Living Room,Tampering with drinks,Colonel Mustard,12
19:10 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,12
19:20 PM,Kitchen,Tampering with drinks,Colonel Mustard,12
19:30 PM,Kitchen,Serving drinks and chatting with guests,Colonel Mustard,12
19:40 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,12
19:50 PM,Study,Speaking in a high-pitched voice,Colonel Mustard,12
20:00 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,12
20:10 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,12
20:20 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,12
20:30 PM,Kitchen,Inspecting wine bottles,Colonel Mustard,12
20:40 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,12
20:50 PM,Study,Serving drinks and chatting with guests,Colonel Mustard,12
21:00 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,12
21:10 PM,Study,Inspecting wine bottles,Colonel Mustard,12
21:20 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,12
21:30 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,12
21:40 PM,Kitchen,Rinsing a glass carefully,Colonel Mustard,12
21:50 PM,Pantry,Serving drinks and chatting with guests,Colonel Mustard,12
22:00 PM,Kitchen,Observing guests from afar,Colonel Mustard,12
22:10 PM,Dining Room,Tying decorative knots,Colonel Mustard,12
19:00 PM,Bathroom,Whittling a stick,Professor Plum,17
19:10 PM,Bathroom,Whittling a stick,Professor Plum,17
19:20 PM,Bathroom,Retrieving items from storage,Professor Plum,17
19:30 PM,Living Room,Reorganizing books and materials,Professor Plum,17
19:40 PM,Study,Reading a novel quietly,Professor Plum,17
19:50 PM,Study,Reading a novel quietly,Professor Plum,17
20:00 PM,Study,Whittling a stick,Professor Plum,17
20:10 PM,Dining Room,Tampering with drinks,Professor Plum,17
20:20 PM,Kitchen,Reading a novel quietly,Professor Plum,17
20:30 PM,Dining Room,Reading a novel quietly,Professor Plum,17
20:40 PM,Study,Reading a novel quietly,Professor Plum,17
20:50 PM,Study,Reading a novel quietly,Professor Plum,17
21:00 PM,Study,Reading warning labels,Professor Plum,17
21:10 PM,Study,Opening letters,Professor Plum,17
21:20 PM,Study,Opening letters,Professor Plum,17
21:30 PM,Study,Ripping wippets,Professor Plum,17
21:40 PM,Study,Whittling a stick,Professor Plum,17
21:50 PM,Study,Opening letters,Professor Plum,17
22:00 PM,Study,Opening letters,Professor Plum,17
22:10 PM,Dining Room,Reading warning labels,Professor Plum,17
19:00 PM,Living Room,Taking her dog for a walk,Miss Scarlet,11
19:10 PM,Study,Tying decorative knots,Miss Scarlet,11
19:20 PM,Living Room,Raising a painting,Miss Scarlet,11
19:30 PM,Study,Raising a painting,Miss Scarlet,11
19:40 PM,Dining Room,Ripping wippets,Miss Scarlet,11
19:50 PM,Study,Observing guests from afar,Miss Scarlet,11
20:00 PM,Study,Peeling an orange,Miss Scarlet,11
20:10 PM,Living Room,Taking her dog for a walk,Miss Scarlet,11
20:20 PM,Study,Taking her dog for a walk,Miss Scarlet,11
20:30 PM,Study,Serving drinks and chatting with guests,Miss Scarlet,11
20:40 PM,Living Room,Tying decorative knots,Miss Scarlet,11
20:50 PM,Living Room,Inspecting a family heirloom,Miss Scarlet,11
21:00 PM,Living Room,Reorganizing books and materials,Miss Scarlet,11
21:10 PM,Study,Speaking in a high-pitched voice,Miss Scarlet,11
21:20 PM,Dining Room,Raising a painting,Miss Scarlet,11
21:30 PM,Study,Taking her dog for a walk,Miss Scarlet,11
21:40 PM,Study,Raising a painting,Miss Scarlet,11
21:50 PM,Study,Raising a painting,Miss Scarlet,11
22:00 PM,Living Room,Reorganizing books and materials,Miss Scarlet,11
22:10 PM,Dining Room,Raising a painting,Miss Scarlet,11
19:00 PM,Kitchen,Talking about skeet shooting,Mrs. White,8
19:10 PM,Pantry,Inspecting a family heirloom,Mrs. White,8
19:20 PM,Kitchen,Peeling an orange,Mrs. White,8
19:30 PM,Pantry,Talking about skeet shooting,Mrs. White,8
19:40 PM,Kitchen,Opening a safe,Mrs. White,8
19:50 PM,Pantry,Washing up after handling items,Mrs. White,8
20:00 PM,Kitchen,Rinsing a glass carefully,Mrs. White,8
20:10 PM,Pantry,Peeling an orange,Mrs. White,8
20:20 PM,Kitchen,Talking about skeet shooting,Mrs. White,8
20:30 PM,Pantry,Reading a novel quietly,Mrs. White,8
20:40 PM,Kitchen,Talking about skeet shooting,Mrs. White,8
20:50 PM,Dining Room,Ripping wippets,Mrs. White,8
21:00 PM,Kitchen,Inspecting a family heirloom,Mrs. White,8
21:10 PM,Kitchen,Opening a safe,Mrs. White,8
21:20 PM,Dining Room,Polishing household items,Mrs. White,8
21:30 PM,Kitchen,Washing up after handling items,Mrs. White,8
21:40 PM,Kitchen,Inspecting wine bottles,Mrs. White,8
21:50 PM,Dining Room,Opening a safe,Mrs. White,8
22:00 PM,Kitchen,Serving drinks and chatting with guests,Mrs. White,8
22:10 PM,Pantry,Opening a safe,Mrs. White,8
19:00 PM,Kitchen,Reading warning labels,Mr. Green,19
19:10 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,19
19:20 PM,Kitchen,Ripping wippets,Mr. Green,19
19:30 PM,Pantry,Reading warning labels,Mr. Green,19
19:40 PM,Kitchen,Ripping wippets,Mr. Green,19
19:50 PM,Pantry,Inflating balloons,Mr. Green,19
20:00 PM,Kitchen,Ripping wippets,Mr. Green,19
20:10 PM,Kitchen,Reading warning labels,Mr. Green,19
20:20 PM,Pantry,Bringing in the shopping,Mr. Green,19
20:30 PM,Kitchen,Inflating balloons,Mr. Green,19
20:40 PM,Kitchen,Reading warning labels,Mr. Green,19
20:50 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,19
21:00 PM,Kitchen,Serving drinks and chatting with guests,Mr. Green,19
21:10 PM,Dining Room,Looking in drawers,Mr. Green,19
21:20 PM,Living Room,Speaking in a high-pitched voice,Mr. Green,19
21:30 PM,Living Room,Bringing in the shopping,Mr. Green,19
21:40 PM,Study,Tampering with drinks,Mr. Green,19
21:50 PM,Study,Looking in drawers,Mr. Green,19
22:00 PM,Study,Bragging about their Birkin,Mr. Green,19
22:10 PM,Dining Room,Looking in drawers,Mr. Green,19
19:00 PM,Living Room,Observing guests from afar,Miss Scarlet,0
19:10 PM,Living Room,Reorganizing books and materials,Miss Scarlet,0
19:20 PM,Bathroom,Taking her dog for a walk,Miss Scarlet,0
19:30 PM,Bathroom,Tying decorative knots,Miss Scarlet,0
19:40 PM,Bathroom,Reorganizing books and materials,Miss Scarlet,0
19:50 PM,Living Room,Raising a painting,Miss Scarlet,0
20:00 PM,Dining Room,Tying decorative knots,Miss Scarlet,0
20:10 PM,Kitchen,Observing guests from afar,Miss Scarlet,0
20:20 PM,Dining Room,Reorganizing books and materials,Miss Scarlet,0
20:30 PM,Living Room,Opening letters,Miss Scarlet,0
20:40 PM,Living Room,Taking her dog for a walk,Miss Scarlet,0
20:50 PM,Study,Retrieving items from storage,Miss Scarlet,0
21:00 PM,Living Room,Serving drinks and chatting with guests,Miss Scarlet,0
21:10 PM,Living Room,Complaining about TSA going through their purse,Miss Scarlet,0
21:20 PM,Study,Observing guests from afar,Miss Scarlet,0
21:30 PM,Study,Taking her dog for a walk,Miss Scarlet,0
21:40 PM,Study,Reorganizing books and materials,Miss Scarlet,0
21:50 PM,Study,Raising a painting,Miss Scarlet,0
22:00 PM,Living Room,Opening letters,Miss Scarlet,0
22:10 PM,Living Room,Observing guests from afar,Miss Scarlet,0
19:00 PM,Dining Room,Chatting with guests,Mrs. Peacock,14
19:10 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,14
19:20 PM,Kitchen,Raising a painting,Mrs. Peacock,14
19:30 PM,Pantry,Opening a safe,Mrs. Peacock,14
19:40 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,14
19:50 PM,Pantry,Opening a safe,Mrs. Peacock,14
20:00 PM,Kitchen,Chatting with guests,Mrs. Peacock,14
20:10 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,14
20:20 PM,Living Room,Chatting with guests,Mrs. Peacock,14
20:30 PM,Study,Polishing household items,Mrs. Peacock,14
20:40 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,14
20:50 PM,Study,Retrieving items from storage,Mrs. Peacock,14
21:00 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,14
21:10 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,14
21:20 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,14
21:30 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,14
21:40 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,14
21:50 PM,Dining Room,Taking her dog for a walk,Mrs. Peacock,14
22:00 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,14
22:10 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,14
19:00 PM,Kitchen,Talking about skeet shooting,Mrs. White,19
19:10 PM,Pantry,Talking about skeet shooting,Mrs. White,19
19:20 PM,Kitchen,Chatting with guests,Mrs. White,19
19:30 PM,Kitchen,Inspecting a family heirloom,Mrs. White,19
19:40 PM,Kitchen,Polishing household items,Mrs. White,19
19:50 PM,Pantry,Tying decorative knots,Mrs. White,19
20:00 PM,Kitchen,Opening a safe,Mrs. White,19
20:10 PM,Pantry,Polishing household items,Mrs. White,19
20:20 PM,Kitchen,Inspecting a family heirloom,Mrs. White,19
20:30 PM,Dining Room,Swapping drinks unnoticed,Mrs. White,19
20:40 PM,Dining Room,Washing up after handling items,Mrs. White,19
20:50 PM,Kitchen,Washing up after handling items,Mrs. White,19
21:00 PM,Kitchen,Opening a safe,Mrs. White,19
21:10 PM,Dining Room,Washing up after handling items,Mrs. White,19
21:20 PM,Living Room,Tying decorative knots,Mrs. White,19
21:30 PM,Bathroom,Washing up after handling items,Mrs. White,19
21:40 PM,Living Room,Talking about skeet shooting,Mrs. White,19
21:50 PM,Bathroom,Reading warning labels,Mrs. White,19
22:00 PM,Living Room,Talking about skeet shooting,Mrs. White,19
22:10 PM,Living Room,Opening a safe,Mrs. White,19
19:00 PM,Living Room,Washing up after handling items,Mrs. White,12
19:10 PM,Living Room,Talking about skeet shooting,Mrs. White,12
19:20 PM,Bathroom,Opening a safe,Mrs. White,12
19:30 PM,Living Room,Opening a safe,Mrs. White,12
19:40 PM,Bathroom,Opening a safe,Mrs. White,12
19:50 PM,Bathroom,Opening a safe,Mrs. White,12
20:00 PM,Living Room,Talking about skeet shooting,Mrs. White,12
20:10 PM,Living Room,Polishing household items,Mrs. White,12
20:20 PM,Dining Room,Inspecting a family heirloom,Mrs. White,12
20:30 PM,Kitchen,Returning to mingle with guests,Mrs. White,12
20:40 PM,Kitchen,Opening a safe,Mrs. White,12
20:50 PM,Dining Room,Talking about skeet shooting,Mrs. White,12
21:00 PM,Kitchen,Talking about skeet shooting,Mrs. White,12
21:10 PM,Kitchen,Talking about skeet shooting,Mrs. White,12
21:20 PM,Pantry,Washing up after handling items,Mrs. White,12
21:30 PM,Kitchen,Inspecting a family heirloom,Mrs. White,12
21:40 PM,Pantry,Taking her dog for a walk,Mrs. White,12
21:50 PM,Kitchen,Bringing in the shopping,Mrs. White,12
22:00 PM,Dining Room,Observing guests from afar,Mrs. White,12
22:10 PM,Study,Talking about skeet shooting,Mrs. White,12
19:00 PM,Kitchen,Ripping wippets,Mr. Green,12
19:10 PM,Pantry,Ripping wippets,Mr. Green,12
19:20 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,12
19:30 PM,Pantry,Ripping wippets,Mr. Green,12
19:40 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,12
19:50 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,12
20:00 PM,Kitchen,Ripping wippets,Mr. Green,12
20:10 PM,Pantry,Rinsing a glass carefully,Mr. Green,12
20:20 PM,Kitchen,Inflating balloons,Mr. Green,12
20:30 PM,Pantry,Inflating balloons,Mr. Green,12
20:40 PM,Kitchen,Inflating balloons,Mr. Green,12
20:50 PM,Kitchen,Bringing in the shopping,Mr. Green,12
21:00 PM,Dining Room,Speaking in a high-pitched voice,Mr. Green,12
21:10 PM,Kitchen,Polishing household items,Mr. Green,12
21:20 PM,Pantry,Ripping wippets,Mr. Green,12
21:30 PM,Kitchen,Looking in drawers,Mr. Green,12
21:40 PM,Kitchen,Ripping wippets,Mr. Green,12
21:50 PM,Kitchen,Observing guests from afar,Mr. Green,12
22:00 PM,Dining Room,Speaking in a high-pitched voice,Mr. Green,12
22:10 PM,Dining Room,Looking in drawers,Mr. Green,12
19:00 PM,Living Room,Looking in drawers,Mrs. White,3
19:10 PM,Living Room,Opening a safe,Mrs. White,3
19:20 PM,Dining Room,Opening a safe,Mrs. White,3
19:30 PM,Study,Reading warning labels,Mrs. White,3
19:40 PM,Living Room,Opening a safe,Mrs. White,3
19:50 PM,Living Room,Inspecting a family heirloom,Mrs. White,3
20:00 PM,Living Room,Polishing household items,Mrs. White,3
20:10 PM,Living Room,Swapping drinks unnoticed,Mrs. White,3
20:20 PM,Living Room,Talking about skeet shooting,Mrs. White,3
20:30 PM,Living Room,Inspecting a family heirloom,Mrs. White,3
20:40 PM,Dining Room,Ripping wippets,Mrs. White,3
20:50 PM,Dining Room,Opening a safe,Mrs. White,3
21:00 PM,Kitchen,Washing up after handling items,Mrs. White,3
21:10 PM,Pantry,Bragging about their Birkin,Mrs. White,3
21:20 PM,Kitchen,Washing up after handling items,Mrs. White,3
21:30 PM,Dining Room,Washing up after handling items,Mrs. White,3
21:40 PM,Living Room,Inspecting a family heirloom,Mrs. White,3
21:50 PM,Living Room,Complaining about TSA going through their purse,Mrs. White,3
22:00 PM,Living Room,Polishing household items,Mrs. White,3
22:10 PM,Living Room,Polishing household items,Mrs. White,3
19:00 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,19
19:10 PM,Study,Serving drinks and chatting with guests,Colonel Mustard,19
19:20 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,19
19:30 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,19
19:40 PM,Bathroom,Bringing in the shopping,Colonel Mustard,19
19:50 PM,Bathroom,Swapping drinks unnoticed,Colonel Mustard,19
20:00 PM,Living Room,Reading warning labels,Colonel Mustard,19
20:10 PM,Living Room,Tying decorative knots,Colonel Mustard,19
20:20 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,19
20:30 PM,Study,Tampering with drinks,Colonel Mustard,19
20:40 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,19
20:50 PM,Living Room,Tampering with drinks,Colonel Mustard,19
21:00 PM,Study,Inspecting a family heirloom,Colonel Mustard,19
21:10 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,19
21:20 PM,Kitchen,Tampering with drinks,Colonel Mustard,19
21:30 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,19
21:40 PM,Living Room,Opening a safe,Colonel Mustard,19
21:50 PM,Dining Room,Inflating balloons,Colonel Mustard,19
22:00 PM,Living Room,Tampering with drinks,Colonel Mustard,19
22:10 PM,Bathroom,Rinsing a glass carefully,Colonel Mustard,19
19:00 PM,Study,Opening letters,Professor Plum,0
19:10 PM,Living Room,Returning to mingle with guests,Professor Plum,0
19:20 PM,Study,Tampering with drinks,Professor Plum,0
19:30 PM,Dining Room,Returning to mingle with guests,Professor Plum,0
19:40 PM,Dining Room,Whittling a stick,Professor Plum,0
19:50 PM,Study,Returning to mingle with guests,Professor Plum,0
20:00 PM,Study,Peeling an orange,Professor Plum,0
20:10 PM,Study,Peeling an orange,Professor Plum,0
20:20 PM,Study,Whittling a stick,Professor Plum,0
20:30 PM,Study,Returning to mingle with guests,Professor Plum,0
20:40 PM,Study,Looking in drawers,Professor Plum,0
20:50 PM,Study,Opening letters,Professor Plum,0
21:00 PM,Study,Reading a novel quietly,Professor Plum,0
21:10 PM,Study,Returning to mingle with guests,Professor Plum,0
21:20 PM,Study,Peeling an orange,Professor Plum,0
21:30 PM,Study,Complaining about TSA going through their purse,Professor Plum,0
21:40 PM,Study,Returning to mingle with guests,Professor Plum,0
21:50 PM,Dining Room,Peeling an orange,Professor Plum,0
22:00 PM,Study,Peeling an orange,Professor Plum,0
22:10 PM,Living Room,Whittling a stick,Professor Plum,0
19:00 PM,Pantry,Reorganizing books and materials,Mr. Green,5
19:10 PM,Kitchen,Polishing household items,Mr. Green,5
19:20 PM,Pantry,Inflating balloons,Mr. Green,5
19:30 PM,Kitchen,Retrieving items from storage,Mr. Green,5
19:40 PM,Pantry,Reading warning labels,Mr. Green,5
19:50 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,5
20:00 PM,Kitchen,Looking in drawers,Mr. Green,5
20:10 PM,Dining Room,Opening a safe,Mr. Green,5
20:20 PM,Living Room,Inflating balloons,Mr. Green,5
20:30 PM,Dining Room,Retrieving items from storage,Mr. Green,5
20:40 PM,Kitchen,Inspecting wine bottles,Mr. Green,5
20:50 PM,Kitchen,Polishing household items,Mr. Green,5
21:00 PM,Kitchen,Reading warning labels,Mr. Green,5
21:10 PM,Dining Room,Ripping wippets,Mr. Green,5
21:20 PM,Kitchen,Looking in drawers,Mr. Green,5
21:30 PM,Pantry,Returning to mingle with guests,Mr. Green,5
21:40 PM,Pantry,Reorganizing books and materials,Mr. Green,5
21:50 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,5
22:00 PM,Pantry,Ripping wippets,Mr. Green,5
22:10 PM,Pantry,Reading warning labels,Mr. Green,5
19:00 PM,Kitchen,Inspecting a family heirloom,Mrs. Peacock,7
19:10 PM,Pantry,Complaining about TSA going through their purse,Mrs. Peacock,7
19:20 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,7
19:30 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,7
19:40 PM,Dining Room,Chatting with guests,Mrs. Peacock,7
19:50 PM,Kitchen,Chatting with guests,Mrs. Peacock,7
20:00 PM,Kitchen,Complaining about TSA going through their purse,Mrs. Peacock,7
20:10 PM,Dining Room,Tying decorative knots,Mrs. Peacock,7
20:20 PM,Living Room,Bringing in the shopping,Mrs. Peacock,7
20:30 PM,Bathroom,Chatting with guests,Mrs. Peacock,7
20:40 PM,Living Room,Complaining about TSA going through their purse,Mrs. Peacock,7
20:50 PM,Bathroom,Bragging about their Birkin,Mrs. Peacock,7
21:00 PM,Bathroom,Bragging about their Birkin,Mrs. Peacock,7
21:10 PM,Living Room,Chatting with guests,Mrs. Peacock,7
21:20 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,7
21:30 PM,Living Room,Bragging about their Birkin,Mrs. Peacock,7
21:40 PM,Bathroom,Complaining about TSA going through their purse,Mrs. Peacock,7
21:50 PM,Living Room,Complaining about TSA going through their purse,Mrs. Peacock,7
22:00 PM,Dining Room,Opening letters,Mrs. Peacock,7
22:10 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,7
19:00 PM,Kitchen,Chatting with guests,Mrs. Peacock,13
19:10 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,13
19:20 PM,Kitchen,Chatting with guests,Mrs. Peacock,13
19:30 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,13
19:40 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,13
19:50 PM,Dining Room,Opening a safe,Mrs. Peacock,13
20:00 PM,Dining Room,Rinsing a glass carefully,Mrs. Peacock,13
20:10 PM,Living Room,Complaining about TSA going through their purse,Mrs. Peacock,13
20:20 PM,Study,Opening letters,Mrs. Peacock,13
20:30 PM,Dining Room,Inspecting wine bottles,Mrs. Peacock,13
20:40 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,13
20:50 PM,Pantry,Complaining about TSA going through their purse,Mrs. Peacock,13
21:00 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,13
21:10 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,13
21:20 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,13
21:30 PM,Dining Room,Inspecting a family heirloom,Mrs. Peacock,13
21:40 PM,Living Room,Bringing in the shopping,Mrs. Peacock,13
21:50 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,13
22:00 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,13
22:10 PM,Study,Complaining about TSA going through their purse,Mrs. Peacock,13
19:00 PM,Study,Tying decorative knots,Miss Scarlet,7
19:10 PM,Study,Reorganizing books and materials,Miss Scarlet,7
19:20 PM,Living Room,Tying decorative knots,Miss Scarlet,7
19:30 PM,Living Room,Taking her dog for a walk,Miss Scarlet,7
19:40 PM,Living Room,Taking her dog for a walk,Miss Scarlet,7
19:50 PM,Dining Room,Observing guests from afar,Miss Scarlet,7
20:00 PM,Dining Room,Peeling an orange,Miss Scarlet,7
20:10 PM,Kitchen,Serving drinks and chatting with guests,Miss Scarlet,7
20:20 PM,Pantry,Taking her dog for a walk,Miss Scarlet,7
20:30 PM,Kitchen,Observing guests from afar,Miss Scarlet,7
20:40 PM,Dining Room,Taking her dog for a walk,Miss Scarlet,7
20:50 PM,Kitchen,Reorganizing books and materials,Miss Scarlet,7
21:00 PM,Pantry,Tying decorative knots,Miss Scarlet,7
21:10 PM,Kitchen,Reading warning labels,Miss Scarlet,7
21:20 PM,Dining Room,Observing guests from afar,Miss Scarlet,7
21:30 PM,Living Room,Reading a novel quietly,Miss Scarlet,7
21:40 PM,Living Room,Reorganizing books and materials,Miss Scarlet,7
21:50 PM,Living Room,Tying decorative knots,Miss Scarlet,7
22:00 PM,Living Room,Observing guests from afar,Miss Scarlet,7
22:10 PM,Bathroom,Reorganizing books and materials,Miss Scarlet,7
19:00 PM,Bathroom,Returning to mingle with guests,Professor Plum,10
19:10 PM,Living Room,Peeling an orange,Professor Plum,10
19:20 PM,Bathroom,Peeling an orange,Professor Plum,10
19:30 PM,Living Room,Talking about skeet shooting,Professor Plum,10
19:40 PM,Dining Room,Returning to mingle with guests,Professor Plum,10
19:50 PM,Kitchen,Whittling a stick,Professor Plum,10
20:00 PM,Kitchen,Reading a novel quietly,Professor Plum,10
20:10 PM,Dining Room,Bragging about their Birkin,Professor Plum,10
20:20 PM,Kitchen,Whittling a stick,Professor Plum,10
20:30 PM,Dining Room,Looking in drawers,Professor Plum,10
20:40 PM,Study,Opening letters,Professor Plum,10
20:50 PM,Living Room,Inflating balloons,Professor Plum,10
21:00 PM,Study,Reading a novel quietly,Professor Plum,10
21:10 PM,Study,Peeling an orange,Professor Plum,10
21:20 PM,Study,Whittling a stick,Professor Plum,10
21:30 PM,Study,Opening letters,Professor Plum,10
21:40 PM,Study,Reading a novel quietly,Professor Plum,10
21:50 PM,Study,Opening letters,Professor Plum,10
22:00 PM,Study,Opening letters,Professor Plum,10
22:10 PM,Dining Room,Whittling a stick,Professor Plum,10
19:00 PM,Study,Raising a painting,Miss Scarlet,16
19:10 PM,Living Room,Taking her dog for a walk,Miss Scarlet,16
19:20 PM,Living Room,Reorganizing books and materials,Miss Scarlet,16
19:30 PM,Study,Reorganizing books and materials,Miss Scarlet,16
19:40 PM,Living Room,Tampering with drinks,Miss Scarlet,16
19:50 PM,Bathroom,Raising a painting,Miss Scarlet,16
20:00 PM,Living Room,Raising a painting,Miss Scarlet,16
20:10 PM,Living Room,Taking her dog for a walk,Miss Scarlet,16
20:20 PM,Dining Room,Reorganizing books and materials,Miss Scarlet,16
20:30 PM,Study,Observing guests from afar,Miss Scarlet,16
20:40 PM,Study,Reorganizing books and materials,Miss Scarlet,16
20:50 PM,Living Room,Raising a painting,Miss Scarlet,16
21:00 PM,Living Room,Observing guests from afar,Miss Scarlet,16
21:10 PM,Dining Room,Raising a painting,Miss Scarlet,16
21:20 PM,Study,Polishing household items,Miss Scarlet,16
21:30 PM,Living Room,Tying decorative knots,Miss Scarlet,16
21:40 PM,Study,Taking her dog for a walk,Miss Scarlet,16
21:50 PM,Living Room,Raising a painting,Miss Scarlet,16
22:00 PM,Study,Opening letters,Miss Scarlet,16
22:10 PM,Study,Reorganizing books and materials,Miss Scarlet,16
19:00 PM,Living Room,Inspecting wine bottles,Colonel Mustard,15
19:10 PM,Living Room,Inspecting wine bottles,Colonel Mustard,15
19:20 PM,Living Room,Inspecting wine bottles,Colonel Mustard,15
19:30 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,15
19:40 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,15
19:50 PM,Dining Room,Tampering with drinks,Colonel Mustard,15
20:00 PM,Kitchen,Swapping drinks unnoticed,Colonel Mustard,15
20:10 PM,Dining Room,Looking in drawers,Colonel Mustard,15
20:20 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,15
20:30 PM,Dining Room,Tampering with drinks,Colonel Mustard,15
20:40 PM,Living Room,Inspecting wine bottles,Colonel Mustard,15
20:50 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,15
21:00 PM,Living Room,Tampering with drinks,Colonel Mustard,15
